time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,daily_return,volatility,MA_20,MA_50
2020-01-12,-1.2708999414259434,-1.2569878308773523,-1.266357364076714,-0.8003136298219953,-0.9771115817614228,-1.2608030432640658,direct,,0.019553671344793022,0.03638204210995867,7645.8675,8605.9606
2020-01-13,-1.2703271591896683,-1.2535158248491145,-1.2603559090843548,-0.6156016247565548,-0.9472716305324135,-1.2636656369505008,direct,,-0.009158478467858444,0.03282831029144964,7645.8675,8605.9606
2020-01-14,-1.2450410380159267,-1.2516024556733867,-1.2632218132496567,1.7443878375668933,-0.5349500130985921,-1.2363733868016635,direct,,0.0881249259858683,0.04266425778997793,7645.8675,8605.9606
2020-01-15,-1.244441606016365,-1.2339036932367602,-1.2358980006692497,0.3626899278924432,-0.7658934723606726,-1.2366690824527113,direct,,-0.000877456509786545,0.04159670330315672,7726.166499999999,8605.9606
2020-01-16,-1.246065364832961,-1.2328644719202269,-1.2361940382808798,-0.2336860716052665,-0.8719988344538409,-1.2402441727660252,direct,,-0.010618151615586102,0.03906940277980472,7799.457,8605.9606
2020-01-17,-1.240150994127205,-1.2297647592213068,-1.2397732630478482,0.3058159721492634,-0.771778512415051,-1.2335509068663395,direct,,0.020092595672064117,0.036698193669023306,7878.387,8605.9606
2020-01-18,-1.2412657799999025,-1.2242517740396819,-1.2330722566450607,-0.7172599418082534,-0.9526406494772797,-1.2329988652439055,direct,,0.0016245391986131619,0.03430948269642295,7953.8765,8605.9606
2020-01-19,-1.233655958860822,-1.2359243796719872,-1.2325195766078445,0.26914170197973025,-0.7798129283422015,-1.2408951616411998,direct,,-0.023199405563637088,0.03716155979230832,8027.284,8605.9606
2020-01-20,-1.2501724311693434,-1.2354026226685306,-1.2404250047664753,-0.6459434355606838,-0.9438737124102572,-1.243514398570894,direct,,-0.007878114446388862,0.03705784240165441,8099.791500000001,8605.9606
2020-01-21,-1.2488816067194421,-1.2370268206104802,-1.2430472707423608,-0.6161256439955425,-0.9388176568874038,-1.2400451321533688,direct,,0.010517684094217827,0.01423315802502181,8176.5365,8605.9606
2020-01-22,-1.2480562147551117,-1.2330256429317659,-1.2395739922524227,-0.8090701646811906,-0.9716655222436568,-1.242244893857158,direct,,-0.006599547957326424,0.014356772054823249,8261.6135,8605.9606
2020-01-23,-1.2522905243274687,-1.2443993212157929,-1.2417762978955305,-0.06355637909647777,-0.8491925607839125,-1.252673705074602,direct,,-0.031495536074837904,0.018064047432478473,8314.342499999999,8605.9606
2020-01-24,-1.2584248494175345,-1.2469417646544765,-1.2522171696297366,-0.43638669119476947,-0.9126097631364826,-1.2512410711063473,direct,,0.004467327751754846,0.01513451569677599,8368.056499999999,8605.9606
2020-01-25,-1.261171651779959,-1.245474835278266,-1.2507828788757154,-0.9145572543089099,-0.9932551441078166,-1.2545227579829625,direct,,-0.010187647210909367,0.01459533196256774,8417.352499999999,8605.9606
2020-01-26,-1.255128161094335,-1.243947027747576,-1.2540683608962602,-0.6262681230540053,-0.9433521329229003,-1.2447239236758258,direct,,0.030732529104180895,0.019411604503845773,8459.3365,8605.9606
2020-01-27,-1.240651709397972,-1.2334182289792432,-1.244258194616289,-0.09268809820760347,-0.8448528154904779,-1.2333938901834187,direct,,0.03447538294679253,0.02330044449235252,8496.2655,8605.9606
2020-01-28,-1.2250229369510435,-1.2209222072831434,-1.2329150583784199,0.41419843614068047,-0.7446762821151958,-1.2145583828402573,direct,,0.05540322780016482,0.03032961661348805,8563.6065,8605.9606
2020-01-29,-1.224205802659844,-1.2075879402292087,-1.2140577684996172,-0.11202585882097048,-0.8336562909913966,-1.2185999387736346,direct,,-0.01126387754645719,0.030827124981403577,8637.048,8605.9606
2020-01-30,-1.2192474452934012,-1.2096386754970956,-1.2181039983360948,0.20198125919006063,-0.7732201126195669,-1.2103785299744778,direct,,0.02317422233900257,0.024810243431368603,8702.6015,8605.9606
2020-01-31,-1.2208385487662514,-1.2085990639359823,-1.2098730817956849,-0.31172495565265246,-0.8708416534938934,-1.2164586285357502,direct,,-0.016750198392233462,0.027863587386063038,8768.484,8605.9606
2020-02-01,-1.22320136932808,-1.2051567164958243,-1.215960211755751,-0.8975229138480142,-0.9796431063102444,-1.214845673705358,direct,,0.0045192636019453225,0.0261417731065821,8828.632000000001,8605.9606
2020-02-02,-1.222678883828149,-1.2101268714666726,-1.2143453916054903,-0.5691309192934002,-0.9183886989314222,-1.2167634930441946,direct,,-0.005349274597872045,0.02657875308770978,8890.016500000002,8605.9606
2020-02-03,-1.2175808967160355,-1.207722184364728,-1.2162654288282069,-0.23991167492058657,-0.8569337174123106,-1.2184937328421215,direct,,-0.004852023461981547,0.0251622231241216,8913.417,8605.9606
2020-02-04,-1.2272851640401838,-1.2132367305246725,-1.2179976695815302,-0.4787084097596323,-0.9044892584578865,-1.222962786751626,direct,,-0.012593444260713738,0.013535957606471846,8931.3555,8605.9606
2020-02-05,-1.2121526026786782,-1.210369993840011,-1.2224718917790076,0.24791520760693264,-0.7608110825820836,-1.2061746088580314,direct,,0.047911138053070346,0.022943804820314165,8975.945,8605.9606
2020-02-06,-1.2082940172337857,-1.1959157248414836,-1.205664299007085,0.07502176474315887,-0.7877035716621459,-1.2006572489194893,direct,,0.015025875468973382,0.022066969536906764,9018.9955,8605.9606
2020-02-07,-1.207802310333707,-1.1888604930797089,-1.2001405584551983,-0.516416211459944,-0.9010600234721462,-1.1986507972924831,direct,,0.005383442122872006,0.020098197725334884,9063.9495,8605.9606
2020-02-08,-1.2051718660926751,-1.1907687890758964,-1.1981317864444996,-0.5397752270706748,-0.9049455676417782,-1.1952166781616458,direct,,0.009164630988258926,0.020073561238800625,9123.732500000002,8605.9606
2020-02-09,-1.1966720929993302,-1.1823625305781704,-1.194693695887727,-0.2234339058728765,-0.8371629116814204,-1.1853017049941494,direct,,0.026219786325865746,0.020169635427087853,9199.92,8605.9606
2020-02-10,-1.1958320624326308,-1.1870263435537205,-1.1847672564372969,0.02819829278353501,-0.7905698371371781,-1.1967532258470643,direct,,-0.029509400676131947,0.025195856343186034,9256.5795,8605.9606
2020-02-11,-1.1888749728196852,-1.1887762002504294,-1.1962320205311068,0.32185605598520606,-0.7274435019919044,-1.1810362761259994,direct,,0.04173247596122143,0.02586570770863966,9336.688,8605.9606
2020-02-12,-1.1849341859922606,-1.1679281640532229,-1.1804968947656573,0.11819868553667345,-0.7600131024909426,-1.1780372956857863,direct,,0.007644046456327214,0.021906113037650186,9434.3705,8605.9606
2020-02-13,-1.18399168520898,-1.1745439804179205,-1.177494446120573,0.3271309235171634,-0.7187251505437412,-1.1824158071284974,direct,,-0.01107564508070702,0.02324894027802678,9524.4475,8605.9606
2020-02-14,-1.1882395073373697,-1.1736600764442262,-1.1818780211423963,-0.3948593164459279,-0.8674635770954292,-1.1775620432440506,direct,,0.012415325622574302,0.02331524593052984,9625.172,8669.0234
2020-02-15,-1.1881933394375914,-1.1859051708753878,-1.1770186440677721,-0.36322037226561443,-0.8650547277184504,-1.1949423765111906,direct,,-0.04391155914315803,0.03044553363038963,9690.325,8722.0556
2020-02-16,-1.2011804071801282,-1.1919730838497689,-1.1944190770180239,-0.44457745511328867,-0.885289249143541,-1.1941752487756558,direct,,0.0020271709557282414,0.028339901292270684,9741.6535,8774.2412
2020-02-17,-1.2043385918039924,-1.197892703883751,-1.1936510621289371,-0.10568915351980158,-0.8234570112025208,-1.2026957915473844,direct,,-0.022470381874583834,0.027348128516201498,9757.179,8820.301
2020-02-18,-1.1924816992340794,-1.192583036128305,-1.2021814585787869,-0.056371548126265214,-0.8070911001504312,-1.1843534923250274,direct,,0.049484255571771385,0.029485123708054256,9802.0,8879.2642
2020-02-19,-1.1915174282216348,-1.2034552501270352,-1.183817947196902,0.2605005150421486,-0.7433485545897667,-1.2065180589746876,direct,,-0.056976607153379266,0.03582108885205832,9807.052500000002,8927.635199999999
2020-02-20,-1.2140927805157062,-1.201010758077931,-1.2060081463105157,-0.1168060748363143,-0.8282280363110887,-1.2062747022179467,direct,,0.0006633737501859915,0.03604041379873763,9820.381,8976.012400000001
2020-02-21,-1.2115565488181246,-1.1940152337368957,-1.2057645081210993,-0.34880895862350075,-0.8701928591154304,-1.2028722920522734,direct,,0.009268587128465677,0.03575608007834407,9836.0515,9030.655200000001
2020-02-22,-1.2132812764561869,-1.1941803071942347,-1.2023581631996823,-0.9885235783017726,-0.9940845441533673,-1.2038808663659246,direct,,-0.0027222500634161984,0.032239841724451594,9852.912,9077.2904
2020-02-23,-1.2023514953696284,-1.1905884960799378,-1.2033679038905132,-0.6045370699811425,-0.9164313414798912,-1.1921932474350412,direct,,0.031632245803632664,0.03484019905809826,9887.333499999999,9129.688199999999
2020-02-24,-1.2020549698344665,-1.1973834347068542,-1.1916667686804405,-0.2158404035852899,-0.8436615216258916,-1.2041578422664538,direct,,-0.031388970462215116,0.03599687243262402,9911.945000000002,9175.773200000001
2020-02-25,-1.2147136073956528,-1.2066462800576747,-1.2036452001029574,-0.18811550452427583,-0.8448834594061451,-1.217453831599031,direct,,-0.036012255528387604,0.030489457590580978,9897.183,9206.843
2020-02-26,-1.2260859246922822,-1.2302728576644635,-1.2169565657328778,0.8953128480518349,-0.661924850523923,-1.237422074866426,direct,,-0.056104540702305083,0.030277140726744683,9849.066,9219.505799999999
2020-02-27,-1.241108508861633,-1.2346525725857755,-1.2369479015011935,0.24276347221215794,-0.7853413304718034,-1.2363523748367957,direct,,0.003184170125660968,0.030468562519433258,9799.723,9235.0328
2020-02-28,-1.2437374517075503,-1.2382279934277123,-1.2358769644048575,0.05152334090814638,-0.8226854341743954,-1.2402571619806704,direct,,-0.011586464886923942,0.029059564473851853,9740.775,9253.0716
2020-02-29,-1.247234576278568,-1.2344738405681366,-1.2397862672840179,-0.8257623534850296,-0.9741035757051095,-1.2468984710217739,direct,,-0.019937403160119715,0.028600390203275802,9660.1585,9260.1744
2020-03-01,-1.2486954337252139,-1.238444579169611,-1.246435256742126,-0.5163772903820988,-0.9226261587694716,-1.246748330981901,direct,,0.0004598938616455772,0.021205441838592756,9594.725999999999,9270.6704
2020-03-02,-1.2409230865649623,-1.2353920860648706,-1.2462849430711047,-0.2526236527727895,-0.8724995193954739,-1.2325992558756937,direct,,0.04332010040494172,0.03168446475808551,9527.2415,9285.435399999998
2020-03-03,-1.2425404644523204,-1.2291957826236704,-1.2321195051068563,-0.40674298299598993,-0.8993931087491596,-1.2384848982530083,direct,,-0.017271803886660275,0.029959000345573347,9448.129,9298.6178
2020-03-04,-1.2454223923750718,-1.2287957819291728,-1.2380119540019099,-0.6379161401691141,-0.9403510392219416,-1.2381754493158654,direct,,0.0009240583731096041,0.021282932167409393,9375.152,9297.6744
2020-03-05,-1.233567751897831,-1.2255953861286133,-1.2377021471990415,-0.22586930386204102,-0.861962747674899,-1.2266746458544424,direct,,0.03431132305574103,0.025015206370876727,9310.874500000002,9302.9066
2020-03-06,-1.2334356291277333,-1.216131174574514,-1.226188043503293,-0.6741920000327052,-0.9418103543270077,-1.2234055661567478,direct,,0.009429388131114491,0.02403012080663895,9273.6225,9311.721800000001
2020-03-07,-1.2318531586767931,-1.2214002568936402,-1.2229151832413838,-0.6890856812121182,-0.9454161750310498,-1.233211277106932,direct,,-0.028019549385997822,0.02569453935340138,9222.533,9311.899599999999
2020-03-08,-1.2433065513096186,-1.2544645094230884,-1.232732234116974,0.8168826302581152,-0.7007706902208011,-1.26553340960938,direct,,-0.09502208065842133,0.04630530701257703,9140.2925,9294.8674
2020-03-09,-1.2703113945409636,-1.2688536075767562,-1.2650917459153659,1.6472857634189388,-0.5952216511659028,-1.2698607282649583,direct,,-0.014057413619570025,0.0405337410081681,9028.3825,9279.7036
2020-03-10,-1.2716525157272087,-1.2651938939055398,-1.2694240689475786,0.4777367418948892,-0.7756807691807434,-1.2717609739604514,direct,,-0.006261014047631019,0.04067472421585963,8942.994,9264.9162
2020-03-11,-1.2778945659167575,-1.2707993670526239,-1.2713265122037125,0.2636690446067234,-0.8142723221707527,-1.269824052835371,direct,,0.006422062508075088,0.041064392859217286,8859.822,9249.3266
2020-03-12,-1.2784437011799754,-1.3831222937795642,-1.269387351104276,8.707675432921256,0.17246404228979723,-1.3855266283974108,direct,,-0.3811759316129162,0.14054100271604986,8620.768,9174.317
2020-03-13,-1.3534988183148122,-1.4138458593181873,-1.3852237322193082,9.877893896984242,0.09730945095852819,-1.358180511211367,direct,,0.14558308486448457,0.16163552952665258,8418.824,9119.083
2020-03-14,-1.3654716936573394,-1.3701240273090074,-1.3578459903065503,1.6924986104117348,-0.7423317878483396,-1.3754030637241366,direct,,-0.08003614684567273,0.16147957208991678,8179.043000000001,9054.082799999998
2020-03-15,-1.3543534874838805,-1.3683769023243588,-1.375088460035092,2.300458937988079,-0.6758153971337211,-1.3687078876458267,direct,,0.03382048990981845,0.1642282789455314,7963.683499999999,8994.3056
2020-03-16,-1.376756179339756,-1.3941268006909135,-1.3683855412446329,5.766424087111306,-0.3734836107394482,-1.3806281663331545,direct,,-0.058245069086917844,0.16381301340607468,7750.1245,8923.1582
2020-03-17,-1.3693805758385758,-1.3747441328915977,-1.3803196052731586,2.6951133599180817,-0.6405108979555166,-1.369447508809171,direct,,0.058009910802774955,0.16831792829160389,7577.3324999999995,8851.9326
2020-03-18,-1.3735248017040482,-1.3718637376466363,-1.369126017751242,2.443770592549646,-0.6703333904250814,-1.3665669594436671,direct,,0.014126040249847316,0.16869205377519916,7406.9105,8772.3544
2020-03-19,-1.3371921659735766,-1.3623565991887372,-1.3662421371418236,3.7811253644071483,-0.46390348846227414,-1.3370806781269136,direct,,0.14258478568499133,0.08820509820007001,7280.19,8710.3284
2020-03-20,-1.3179348968830897,-1.3458352046499629,-1.3367217560813252,3.824459738651946,-0.4085398502410898,-1.3362570091040982,direct,,0.003485920502903861,0.07416317669022589,7163.239500000001,8644.429600000001
2020-03-21,-1.335665997839439,-1.3386117774742092,-1.3358971345171464,0.9595092738496068,-0.7838482483069872,-1.336677630437178,direct,,-0.0017739638182273643,0.062155714708280345,7045.5419999999995,8581.4936
2020-03-22,-1.3373366752533706,-1.3435331518725577,-1.3363182422825273,1.2492572378677438,-0.7545731430776618,-1.3507090385401257,direct,,-0.0592824065480525,0.07002361875804682,6890.962499999999,8510.3676
2020-03-23,-1.329851469908814,-1.345368862376866,-1.3503658771661786,2.3900605666072954,-0.6057205535211376,-1.3249071097539982,direct,,0.11588239835968528,0.07095068573495211,6777.854999999999,8453.753200000001
2020-03-24,-1.3207331220281942,-1.3179346684030417,-1.3245341094474885,2.300142261945612,-0.5827435011070754,-1.3148347378678562,direct,,0.04053952238246006,0.07047641844412547,6677.525,8403.3176
2020-03-25,-1.3161238390259296,-1.3149547607901808,-1.314450089252883,1.5772486991485328,-0.6775338459240406,-1.3176224525522173,direct,,-0.010782925827301781,0.07239756101004001,6558.494500000001,8353.762200000001
2020-03-26,-1.32303663748299,-1.312745586222815,-1.3172410278214413,0.17901463880960486,-0.864135036774664,-1.3151873568419095,direct,,0.009521661256518765,0.05392629104594736,6438.3724999999995,8296.692799999999
2020-03-27,-1.3200019426073137,-1.3216072601453983,-1.3148031160171396,0.6011462802143341,-0.8081978853090258,-1.329519427060328,direct,,-0.05551239651077611,0.06009094704241549,6312.3265,8229.232
2020-03-28,-1.3384844918185925,-1.331804351020733,-1.329151760720368,0.7313528540374615,-0.8101945966676937,-1.3344977345910818,direct,,-0.020415804975872698,0.06087568460669592,6222.0675,8158.114600000001
2020-03-29,-1.3421478958985682,-1.3384006551564307,-1.3341358254712086,0.2507889984638256,-0.8749657512184169,-1.348644135447215,direct,,-0.05922280563423532,0.060865549376706615,6118.9575,8077.7936
2020-03-30,-1.3297621368994865,-1.3386894361456287,-1.3482985860927161,1.0784450111847435,-0.7626005082860705,-1.3287358717886242,direct,,0.08859100336608772,0.05275248715979313,6044.39,8002.7042
2020-03-31,-1.3329631112841211,-1.3201212087847678,-1.3283672992973021,-0.14063532783301042,-0.9125317075219753,-1.3279603392671424,direct,,0.0031702353938820593,0.04964256467827664,5968.3025,7934.015800000001
2020-04-01,-1.3260424305027079,-1.327247465060102,-1.3275908699024586,0.6752551968833022,-0.8111216725047171,-1.3187907177988634,direct,,0.0373652821388597,0.052200363029487336,6055.645,7861.8998
2020-04-02,-1.3061823512736515,-1.3109449977307066,-1.3184106441216539,1.8722803763981375,-0.6287501684382472,-1.3134120368284483,direct,,0.021128123860418402,0.05271647688431799,6114.237,7791.0296
2020-04-03,-1.3137321166081422,-1.3096544589046548,-1.3130257429147565,0.5460977230220911,-0.8093733255735722,-1.3157325218212959,direct,,-0.008926550683232337,0.04683508523042221,6192.3324999999995,7721.2368
2020-04-04,-1.3149917871094128,-1.3076162114633278,-1.3153489114587364,-0.22536509898995627,-0.915053167162252,-1.3106793352884683,direct,,0.019613919996203766,0.04508250614082898,6268.2789999999995,7651.5484
2020-04-05,-1.318747526988945,-1.3069129907301724,-1.3102898811111527,-0.4729944417039854,-0.9489795233605067,-1.3142823142096973,direct,,-0.013715922890655041,0.034777844408988005,6355.111,7589.0726
2020-04-06,-1.3019071286844175,-1.3033680089654753,-1.3138970267381325,1.3633872835729466,-0.6819055429659755,-1.292675137682619,direct,,0.08339870591774257,0.03311225735306732,6455.589,7537.506799999999
2020-04-07,-1.2980237702201318,-1.2914807688141714,-1.2922648623472166,1.0793108282528074,-0.7127438023662119,-1.29823948801532,direct,,-0.01982382452138365,0.03609952590800595,6545.014499999999,7487.4886
2020-04-08,-1.299399798842795,-1.2886148126186696,-1.2978356476358353,0.7362608019537336,-0.7629666127150505,-1.2919053356970103,direct,,0.02302275753759253,0.03514579036290299,6604.139,7431.184
2020-04-09,-1.3013456069115032,-1.2899057416893014,-1.291494170115389,0.1389694494707024,-0.8505951240539668,-1.2946873198454982,direct,,-0.009884124185428389,0.036177682062738296,6658.544500000001,7385.0264
2020-04-10,-1.3039433958087892,-1.3042359129113896,-1.294279371520931,0.8212750508069293,-0.7666384267570883,-1.3106587053593255,direct,,-0.05731128033943156,0.04423807484012314,6692.597499999999,7330.380199999999
2020-04-11,-1.3170254267923336,-1.3031490817560967,-1.3102692273242946,-0.5387742477140939,-0.9565151369598368,-1.3102342636689972,direct,,0.0016156498446155965,0.04367259669733562,6745.57,7274.175
2020-04-12,-1.3078781770557548,-1.3024997147749808,-1.30984429478357,0.07919551960007937,-0.8673892776590476,-1.3092348582127427,direct,,0.003798129972704567,0.04318509396925265,6766.0815,7219.021000000001
2020-04-13,-1.3186210344505278,-1.309907337392493,-1.3088437335535645,0.8119315153282332,-0.7762979523149062,-1.3113104583059498,direct,,-0.007858242114276437,0.025011563967076815,6770.694,7156.661800000001
2020-04-14,-1.3158813637148985,-1.3035998142459937,-1.3109217339979906,0.15874949505958236,-0.8603991958982227,-1.310546004820489,direct,,0.002917152008257151,0.02492258569606226,6779.955500000001,7100.9664
2020-04-15,-1.317730331798706,-1.3098117274703938,-1.310156396451645,0.3384180360922537,-0.8396911433285674,-1.3200930775849378,direct,,-0.036325631156024274,0.023352849895041064,6773.535000000001,7047.2336
2020-04-16,-1.3076101780277731,-1.314795541001542,-1.3197145100364427,2.075722973262561,-0.5932148972787169,-1.3015639628931202,direct,,0.07315892203682317,0.04079723626641964,6810.1225,7013.6546
2020-04-17,-1.3095597395842684,-1.2945531643924915,-1.301163967140233,0.20155525030164653,-0.84844908511529,-1.3045220655107723,direct,,-0.010883330639323674,0.03360998727070497,6849.353999999999,6977.967
2020-04-18,-1.3039602865038302,-1.2936696506633774,-1.3041254906891362,-0.1494778428914457,-0.8951267062943009,-1.2958433599489485,direct,,0.032281672047655974,0.03524067738409307,6918.458500000001,6948.867000000001
2020-04-19,-1.3049928709939953,-1.291956476957188,-1.2954367485400426,-0.3768445186513151,-0.928208379975649,-1.3008636914094376,direct,,-0.018089861500573345,0.036635194514003114,6954.937,6920.615600000001
2020-04-20,-1.306930046040794,-1.3037520096321926,-1.3004628858196678,0.8690959638433298,-0.7580287329683861,-1.3119591549667757,direct,,-0.040717073608416254,0.040466410085564876,6975.878999999999,6886.477
2020-04-21,-1.3173065630275693,-1.303383618748675,-1.3115711808514117,0.15524482891361796,-0.8615049885153319,-1.3114754977390928,direct,,0.0018502144699632517,0.04045706953969708,6985.4529999999995,6845.184400000001
2020-04-22,-1.3091746317373365,-1.301357078644748,-1.311086964292854,0.1286656248531725,-0.8598023182233889,-1.300767036371046,direct,,0.040889205278981766,0.03935556541770019,7002.0025000000005,6812.579000000001
2020-04-23,-1.2879250113295844,-1.2931713083347205,-1.300366119003463,1.449369251952564,-0.6542696156868819,-1.2872490842823205,direct,,0.04958930180606291,0.03378667643981751,7039.281,6786.8884
2020-04-24,-1.2925898459510943,-1.2788434785801124,-1.286832533926053,0.4100926162559987,-0.8027412539835784,-1.2864777541538122,direct,,0.002695864071836196,0.03291058160859868,7070.955500000001,6755.5808
2020-04-25,-1.2887943191010212,-1.2773749882255816,-1.2860603117840876,-0.35307966234705374,-0.9165237009270132,-1.2850458842570074,direct,,0.0049910512634765425,0.03138247077565704,7109.219499999999,6723.311399999999
2020-04-26,-1.2889106772224137,-1.2753496188553946,-1.2846267859851355,-0.2495262426322772,-0.8996432165935083,-1.2791461065578726,direct,,0.02046265231379163,0.029817198124095064,7126.9259999999995,6699.264
2020-04-27,-1.2857190865572463,-1.2698042433736303,-1.2787201854213086,0.2974567861120688,-0.8130467567774347,-1.2758583071096596,direct,,0.011174664182253657,0.019296585806589963,7156.218000000001,6693.8588
2020-04-28,-1.2856620335428863,-1.2685835583273979,-1.2754285837602133,-0.05792202233642337,-0.867440508472775,-1.2768932418883265,direct,,-0.0034786918885739704,0.020162746590340865,7175.8655,6690.1772
2020-04-29,-1.2420994296373642,-1.2661734078013334,-1.2764647154009183,4.169291642660366,-0.14202741876950575,-1.237748333375463,direct,,0.1320357923384603,0.047826441760217595,7250.386,6707.983200000001
2020-04-30,-1.2230193251704173,-1.2394955078235443,-1.2372745373155758,4.285668849869155,-0.060904730052293785,-1.2433795399600158,direct,,-0.016778676283102034,0.050068505030291886,7338.4395,6721.8272
2020-05-01,-1.2378193275140075,-1.2311150054680982,-1.2429122561727155,1.0708002038399973,-0.6394781756252712,-1.2360612636144463,direct,,0.0221775594033502,0.04938019295603773,7435.5154999999995,6800.0740000000005
2020-05-02,-1.2398154323190598,-1.2257522644497725,-1.2355855165236402,-0.141696457946261,-0.8504951977134064,-1.2302547026321793,direct,,0.017214626146207168,0.048793358624170675,7538.883,6867.044599999999
2020-05-03,-1.2329018831644416,-1.227041242297504,-1.2297722404782085,0.6840361458731459,-0.7002125533194834,-1.2330787107104026,direct,,-0.00823060846599144,0.050521995384716314,7641.271000000001,6941.553000000001
2020-05-04,-1.241481605547647,-1.2347794020742746,-1.2325995144125352,0.8736433610475636,-0.6758561992998835,-1.2340544299517153,direct,,-0.002867346491991385,0.05129704487126229,7741.3815,7012.0456
2020-05-05,-1.2358427408454469,-1.2252539221211156,-1.2335763620354074,0.7091076889090627,-0.6974223242549237,-1.228396480866422,direct,,0.01667482956432642,0.050315151485885466,7861.392,7091.740600000001
2020-05-06,-1.2249628811464537,-1.2196937173453113,-1.2279118697508595,1.7255659581489646,-0.49933339574706836,-1.2236802498429278,direct,,0.01367147484703346,0.015057059244703892,7963.3245,7168.051399999999
2020-05-07,-1.2003647742840433,-1.2150708800506609,-1.2231901845886215,3.0375098659373374,-0.22049581094135268,-1.191332138911189,direct,,0.09250644583315126,0.03322379618724014,8111.465000000001,7259.7888
2020-05-08,-1.2012130625238737,-1.1882954189278725,-1.1908046643178902,1.818533198517844,-0.43635433570443316,-1.1986576739355308,direct,,-0.019175134225939527,0.036606655107567526,8238.6595,7332.2548
2020-05-09,-1.2060742045566364,-1.1962123107222817,-1.198138671040119,0.6959835014596819,-0.6677571564244025,-1.208859937968128,direct,,-0.027227273561455934,0.03999425577206388,8359.072,7398.9486
2020-05-10,-1.219412974104802,-1.2468484961998572,-1.2083527335964224,3.306623997449864,-0.2582603538367531,-1.2396550736782788,direct,,-0.0844847518061278,0.053635076399407344,8453.702000000001,7449.741
